aircraft,mod,flap,isa_dev,mach,cruise_alt,payload,total_dist_nm
CJ1,Flatwing,0,0,0.68,41000,0,n/p
CJ1,Flatwing,0,0,0.66,41000,0,n/p
CJ1,Flatwing,0,0,0.64,41000,0,n/p
CJ1,Flatwing,0,0,0.62,41000,0,n/p
CJ1,Flatwing,0,0,0.68,39000,0,n/p
CJ1,Flatwing,0,0,0.66,39000,0,1363.5723376834446
CJ1,Flatwing,0,0,0.64,39000,0,1381.5256359794344
CJ1,Flatwing,0,0,0.62,39000,0,1400.818391602295
CJ1,Flatwing,0,0,0.68,37000,0,n/p
CJ1,Flatwing,0,0,0.66,37000,0,1279.7445520348474
CJ1,Flatwing,0,0,0.64,37000,0,1302.338785096706
CJ1,Flatwing,0,0,0.62,37000,0,1323.6882207076821
CJ1,Flatwing,0,10,0.68,41000,0,n/p
CJ1,Flatwing,0,10,0.66,41000,0,n/p
CJ1,Flatwing,0,10,0.64,41000,0,n/p
CJ1,Flatwing,0,10,0.62,41000,0,n/p
CJ1,Flatwing,0,10,0.68,39000,0,n/p
CJ1,Flatwing,0,10,0.66,39000,0,1410.273593435515
CJ1,Flatwing,0,10,0.64,39000,0,1424.397635235729
CJ1,Flatwing,0,10,0.62,39000,0,1441.8678191008614
CJ1,Flatwing,0,10,0.68,37000,0,n/p
CJ1,Flatwing,0,10,0.66,37000,0,1324.2664155097832
CJ1,Flatwing,0,10,0.64,37000,0,1345.458242146337
CJ1,Flatwing,0,10,0.62,37000,0,1365.842345502902
CJ1,Tamarack,0,0,0.68,41000,0,n/p
CJ1,Tamarack,0,0,0.66,41000,0,1493.99506380156
CJ1,Tamarack,0,0,0.64,41000,0,1518.8605618596068
CJ1,Tamarack,0,0,0.62,41000,0,1544.0710312118863
CJ1,Tamarack,0,0,0.68,39000,0,1380.4284646580684
CJ1,Tamarack,0,0,0.66,39000,0,1397.4137815755535
CJ1,Tamarack,0,0,0.64,39000,0,1426.2221622368347
CJ1,Tamarack,0,0,0.62,39000,0,1453.4536186635246
CJ1,Tamarack,0,0,0.68,37000,0,1282.7193748603686
CJ1,Tamarack,0,0,0.66,37000,0,1305.1619934805199
CJ1,Tamarack,0,0,0.64,37000,0,1334.4685926732748
CJ1,Tamarack,0,0,0.62,37000,0,1362.521456338066
CJ1,Tamarack,0,10,0.68,41000,0,n/p
CJ1,Tamarack,0,10,0.66,41000,0,1548.9621557208338
CJ1,Tamarack,0,10,0.64,41000,0,1569.090410159872
CJ1,Tamarack,0,10,0.62,41000,0,1592.9710137992183
CJ1,Tamarack,0,10,0.68,39000,0,n/p
CJ1,Tamarack,0,10,0.66,39000,0,1448.7343644745156
CJ1,Tamarack,0,10,0.64,39000,0,1476.4755375139887
CJ1,Tamarack,0,10,0.62,39000,0,1502.9770087194775
CJ1,Tamarack,0,10,0.68,37000,0,1333.5466676840538
CJ1,Tamarack,0,10,0.66,37000,0,1354.4976743115326
CJ1,Tamarack,0,10,0.64,37000,0,1383.6304174624772
CJ1,Tamarack,0,10,0.62,37000,0,1411.834447749943
